# MPU6050 Phan 6 - Simulated Data
# Time_ms, Roll_Accel(deg), Pitch_Accel(deg), Roll_Gyro(deg), Pitch_Gyro(deg), Yaw_Gyro(deg), Roll_CF(deg), Pitch_CF(deg), Roll_KF(deg), Pitch_KF(deg), Ax_lin(g), Ay_lin(g), Az_lin(g)
109620,7.05,-3.70,4.64,3.20,4.09,10.96,0.93,20.88,-6.73,-0.0421,-0.0504,-0.0226
109630,6.88,-12.86,4.86,3.26,4.10,11.10,0.72,20.86,-7.02,0.1091,-0.0508,-0.0236
109640,8.31,-11.68,5.09,3.31,4.10,11.26,0.52,20.88,-7.28,0.1042,-0.0115,0.0717
109650,15.82,-9.55,5.31,3.36,4.10,11.57,0.37,21.11,-7.47,0.0344,0.0765,-0.1071
109660,9.37,-18.12,5.53,3.41,4.10,11.74,0.04,21.15,-7.92,0.1483,-0.0315,-0.1425
109670,-3.40,-1.33,5.75,3.46,4.10,11.66,0.06,20.79,-7.85,-0.0950,-0.2202,0.1084
109680,13.50,-15.90,5.99,3.50,4.09,11.93,-0.21,20.97,-8.22,0.1438,0.0631,-0.0440
109690,12.22,-14.46,6.22,3.55,4.09,12.16,-0.45,21.09,-8.54,0.1181,0.0451,-0.0148
109700,12.47,-17.95,6.46,3.59,4.09,12.40,-0.76,21.22,-8.96,0.0991,-0.0027,-0.2393
109710,13.90,-7.44,6.69,3.64,4.09,12.66,-0.85,21.38,-9.05,0.0151,0.1174,0.1852
109720,6.52,-22.71,6.94,3.68,4.09,12.78,-1.24,21.32,-9.61,0.3019,-0.0413,0.1138
109730,14.21,-12.64,7.19,3.71,4.09,13.06,-1.44,21.50,-9.85,0.0969,0.1108,0.1347
109740,16.81,-2.02,7.44,3.76,4.08,13.37,-1.40,21.75,-9.75,-0.1155,0.1434,0.0827
109750,13.95,-15.44,7.69,3.80,4.10,13.63,-1.65,21.90,-10.07,0.0643,0.0146,-0.1923
109760,-0.53,-15.97,7.94,3.84,4.09,13.59,-1.89,21.61,-10.39,0.1335,-0.1798,0.0664
109770,4.89,-6.08,8.20,3.88,4.08,13.67,-1.94,21.48,-10.41,-0.0636,-0.0871,-0.0560
109780,17.89,-21.06,8.46,3.92,4.08,14.01,-2.28,21.75,-10.88,0.1792,0.1083,-0.1033
109790,-7.10,-12.62,8.71,3.95,4.08,13.83,-2.45,21.25,-11.08,0.0700,-0.2913,0.1107
109800,1.18,7.38,8.98,3.99,4.09,13.85,-2.22,21.02,-10.67,-0.3212,-0.1235,0.2706
109810,1.34,-10.71,9.23,4.02,4.08,13.84,-2.37,20.78,-10.82,0.0718,-0.1146,0.2338
109820,-2.80,-6.62,9.50,4.04,4.08,13.77,-2.43,20.44,-10.85,-0.0318,-0.1876,0.0983
109830,11.34,-14.74,9.77,4.06,4.09,13.99,-2.65,20.52,-11.13,0.1046,0.0651,0.0007
109840,7.16,-18.57,10.05,4.09,4.09,14.13,-2.94,20.49,-11.51,0.1578,-0.0133,-0.0254
109850,-2.92,-14.06,10.32,4.12,4.09,14.05,-3.14,20.13,-11.75,0.0436,-0.1720,-0.1221
109860,8.66,-24.14,10.59,4.14,4.09,14.21,-3.54,20.13,-12.29,0.2512,0.0197,-0.0253
109870,1.43,-8.14,10.86,4.15,4.09,14.22,-3.62,19.91,-12.34,-0.0237,-0.0946,0.1441
109880,-3.81,-12.48,11.14,4.16,4.09,14.13,-3.79,19.54,-12.52,0.0923,-0.1986,0.2675
109890,-4.10,-19.29,11.42,4.18,4.10,14.03,-4.08,19.15,-12.90,0.1136,-0.1679,-0.1219
109900,8.26,-13.82,11.69,4.18,4.11,14.19,-4.27,19.15,-13.11,-0.0204,-0.0003,-0.2835
109910,10.57,-18.03,11.96,4.20,4.11,14.38,-4.53,19.22,-13.43,0.1057,0.0668,-0.0605
109920,-2.21,-5.14,12.24,4.22,4.11,14.32,-4.52,18.89,-13.34,-0.0950,-0.1442,0.1471
109930,4.56,-5.57,12.51,4.23,4.12,14.40,-4.53,18.77,-13.28,-0.0656,0.0053,0.3064
109940,11.95,0.17,12.80,4.24,4.12,14.62,-4.43,18.89,-13.05,-0.1889,0.1483,0.1826
109950,-8.23,-10.66,13.08,4.24,4.12,14.44,-4.55,18.38,-13.15,0.0421,-0.2685,0.1700
109960,4.05,-15.23,13.36,4.25,4.12,14.51,-4.76,18.25,-13.39,0.0520,-0.0296,-0.1426
109970,8.24,-22.35,13.65,4.25,4.11,14.66,-5.10,18.26,-13.84,0.1712,0.0350,-0.1314
109980,-1.02,-20.93,13.92,4.26,4.11,14.62,-5.41,17.97,-14.23,0.1074,-0.1033,-0.1964
109990,11.17,-9.19,14.20,4.26,4.12,14.82,-5.49,18.05,-14.26,-0.0512,0.0873,-0.0927
110000,15.52,-0.81,14.47,4.26,4.12,15.11,-5.39,18.26,-14.04,-0.1760,0.2152,0.1370
110010,1.67,-11.61,14.76,4.26,4.13,15.12,-5.52,18.06,-14.14,0.0624,-0.0646,0.2314
110020,-2.94,-18.64,15.05,4.27,4.12,15.04,-5.77,17.71,-14.45,0.1558,-0.1482,0.0375
110030,7.12,-17.32,15.33,4.27,4.13,15.16,-6.01,17.68,-14.72,0.0973,0.0271,-0.0500
110040,6.47,-22.49,15.62,4.26,4.13,15.27,-6.34,17.62,-15.15,0.1393,0.0019,-0.1632
110050,-22.44,-8.51,15.91,4.24,4.13,14.80,-6.40,16.68,-15.14,-0.0525,-0.4817,-0.0192
110060,-2.16,-6.72,16.19,4.23,4.12,14.74,-6.42,16.37,-15.08,-0.0863,-0.1037,0.0267
110070,-7.39,-5.87,16.48,4.21,4.12,14.58,-6.43,15.91,-15.00,-0.1207,-0.1589,-0.2122
110080,0.54,-9.09,16.76,4.20,4.12,14.57,-6.50,15.69,-15.00,-0.0178,-0.0428,0.1381
110090,-4.96,-10.73,17.05,4.18,4.13,14.46,-6.60,15.31,-15.06,-0.0204,-0.1293,-0.0607
110100,-3.56,-11.03,17.33,4.16,4.13,14.37,-6.71,14.97,-15.13,0.0210,-0.1119,0.1253
110110,-10.77,-9.51,17.60,4.14,4.13,14.14,-6.78,14.41,-15.15,-0.0282,-0.2217,-0.0054
110120,2.29,-9.21,17.88,4.12,4.13,14.17,-6.85,14.26,-15.16,-0.0277,0.0125,0.0385
110130,10.95,-4.63,18.15,4.09,4.13,14.38,-6.84,14.38,-15.03,-0.1182,0.1386,-0.1060
110140,-12.00,-18.68,18.42,4.07,4.12,14.11,-7.10,13.78,-15.33,0.1322,-0.2294,-0.0500
110150,-14.72,-9.99,18.70,4.05,4.12,13.81,-7.17,13.12,-15.35,0.0019,-0.3007,0.0928
110160,-4.81,-9.35,18.97,4.02,4.12,13.70,-7.24,12.76,-15.36,-0.0343,-0.0881,-0.0223
110170,-6.43,-5.21,19.23,4.00,4.13,13.56,-7.23,12.36,-15.23,-0.1147,-0.0951,-0.1602
110180,4.44,0.58,19.50,3.97,4.14,13.63,-7.09,12.30,-14.93,-0.1927,0.0763,0.0209
110190,-14.91,-19.18,19.77,3.94,4.14,13.33,-7.36,11.65,-15.24,0.1927,-0.2739,0.0586
110200,-8.67,-12.43,20.03,3.92,4.13,13.15,-7.49,11.19,-15.34,0.0752,-0.1660,0.1960
110210,-20.03,2.54,20.29,3.89,4.13,12.73,-7.32,10.39,-14.97,-0.2395,-0.3914,0.1545
110220,5.28,-16.70,20.55,3.86,4.12,12.85,-7.53,10.39,-15.20,0.1120,0.1260,-0.0270
110230,-4.97,-19.23,20.81,3.82,4.13,12.74,-7.81,10.06,-15.51,0.1286,-0.0448,-0.0948
110240,-11.14,-11.63,21.07,3.78,4.12,12.52,-7.92,9.55,-15.58,0.0078,-0.1484,-0.0450
110250,-19.26,-23.32,21.33,3.74,4.11,12.13,-8.27,8.80,-16.01,0.2168,-0.2675,-0.0852
110260,-16.23,-10.87,21.58,3.70,4.12,11.82,-8.36,8.16,-16.03,0.0085,-0.2451,0.0654
110270,-3.60,1.41,21.82,3.66,4.12,11.75,-8.20,7.90,-15.69,-0.2254,-0.0025,0.1381
110280,-14.36,-10.92,22.06,3.62,4.11,11.46,-8.30,7.31,-15.73,0.0391,-0.2233,0.1590
110290,-7.72,-12.93,22.32,3.58,4.12,11.32,-8.43,6.95,-15.83,0.0193,-0.0434,-0.0848
110300,9.67,-5.51,22.55,3.53,4.11,11.52,-8.42,7.12,-15.70,-0.1033,0.2311,-0.0952
110310,-12.21,-15.45,22.79,3.49,4.11,11.28,-8.60,6.61,-15.87,0.0688,-0.1249,-0.0778
110320,-22.74,5.17,23.03,3.45,4.11,10.84,-8.36,5.79,-15.41,-0.2548,-0.2100,-0.2897
110330,-7.09,-21.50,23.26,3.41,4.12,10.70,-8.67,5.46,-15.77,0.1359,-0.0118,-0.1718
110340,-19.17,-2.51,23.49,3.35,4.12,10.33,-8.60,4.75,-15.55,-0.1380,-0.2440,0.0028
110350,4.86,-1.59,23.71,3.29,4.11,10.44,-8.52,4.81,-15.31,-0.1472,0.1843,0.0612
110360,2.07,-8.40,23.94,3.24,4.11,10.49,-8.57,4.76,-15.27,-0.0166,0.1264,0.0737
110370,-12.70,-14.81,24.16,3.18,4.12,10.24,-8.75,4.27,-15.44,0.0613,-0.1069,-0.1117
110380,-18.64,-11.46,24.37,3.12,4.13,9.87,-8.86,3.59,-15.50,0.0189,-0.2095,-0.0653
110390,-14.36,-3.57,24.58,3.06,4.12,9.59,-8.82,3.06,-15.32,-0.1122,-0.1353,-0.0309
110400,-13.70,-5.66,24.78,3.00,4.12,9.33,-8.81,2.55,-15.20,-0.0738,-0.1134,-0.0457
110410,-6.82,-0.07,24.99,2.94,4.11,9.21,-8.70,2.27,-14.91,-0.1605,-0.0142,0.1085
110420,-2.64,-9.61,25.19,2.87,4.10,9.16,-8.78,2.11,-14.92,-0.0240,0.0767,-0.1819
110430,-23.01,-20.15,25.39,2.81,4.10,8.71,-9.07,1.33,-15.25,0.1613,-0.2262,-0.1506
110440,-2.88,-9.92,25.57,2.74,4.10,8.67,-9.15,1.17,-15.26,-0.0016,0.0738,-0.0222
110450,-7.90,-20.22,25.77,2.69,4.10,8.53,-9.43,0.88,-15.58,0.1204,0.0110,-0.1736
110460,-21.56,-26.55,25.95,2.61,4.10,8.11,-9.84,0.16,-16.10,0.1982,-0.1530,-0.2416
110470,-25.65,-5.07,26.14,2.54,4.10,7.61,-9.82,-0.68,-15.94,-0.1040,-0.2308,-0.1720
110480,-11.44,-7.84,26.32,2.47,4.10,7.40,-9.84,-1.06,-15.87,-0.0428,-0.0507,0.0144
110490,-18.90,-22.89,26.48,2.40,4.11,7.04,-10.18,-1.67,-16.27,0.2942,-0.2185,0.1377
110500,-3.37,-18.98,26.66,2.32,4.10,7.00,-10.43,-1.79,-16.53,0.1747,0.0866,0.1334
110510,-17.49,4.04,26.81,2.26,4.11,6.67,-10.21,-2.36,-16.08,-0.2794,-0.2265,0.2598
110520,-7.96,-11.94,26.97,2.18,4.11,6.53,-10.31,-2.62,-16.13,0.0268,0.0205,0.0346
110530,-13.01,-8.42,27.12,2.10,4.10,6.28,-10.35,-3.04,-16.07,-0.0309,-0.0726,0.0517
110540,-18.08,-15.49,27.26,2.02,4.10,5.93,-10.54,-3.61,-16.24,0.0871,-0.1398,-0.0206
110550,-14.34,-2.43,27.40,1.94,4.10,5.66,-10.45,-4.05,-15.99,-0.1425,-0.0700,-0.0130
110560,-3.14,-1.17,27.54,1.86,4.10,5.62,-10.35,-4.14,-15.71,-0.1502,0.0997,0.3125
110570,-21.86,-2.56,27.67,1.78,4.09,5.20,-10.27,-4.81,-15.48,-0.1207,-0.2313,0.0373
110580,-16.00,-3.36,27.79,1.69,4.09,4.90,-10.21,-5.29,-15.28,-0.1012,-0.1107,0.0475
110590,-23.24,-16.82,27.92,1.61,4.10,4.46,-10.42,-5.98,-15.49,0.1001,-0.1556,-0.1680
110600,-13.25,1.60,28.04,1.54,4.10,4.22,-10.26,-6.36,-15.13,-0.1908,-0.0482,0.0618
110610,-17.64,-2.60,28.15,1.46,4.10,3.90,-10.18,-6.86,-14.90,-0.1031,-0.1398,0.0937
110620,-23.81,5.61,28.26,1.36,4.10,3.45,-9.96,-7.55,-14.44,-0.2656,-0.2891,0.1532
110630,-20.50,-14.18,28.36,1.29,4.10,3.07,-10.12,-8.12,-14.57,0.1447,-0.1748,0.0769
110640,-0.28,-18.79,28.46,1.20,4.10,3.10,-10.38,-8.07,-14.85,0.1736,0.2160,-0.0351
110650,-12.53,-5.20,28.55,1.10,4.10,2.88,-10.37,-8.39,-14.72,-0.0643,0.0054,-0.0396
110660,-12.73,-5.27,28.64,1.01,4.11,2.66,-10.36,-8.72,-14.59,-0.0585,-0.0013,-0.0240
110670,-16.44,-10.98,28.73,0.92,4.11,2.36,-10.46,-9.16,-14.63,0.0500,-0.0733,0.0026
110680,-12.60,-16.35,28.80,0.82,4.12,2.13,-10.67,-9.47,-14.84,0.1914,-0.0381,0.1677
110690,-15.62,-9.20,28.87,0.73,4.11,1.84,-10.74,-9.88,-14.83,0.0284,-0.0913,0.1314
110700,-9.26,-1.35,28.95,0.63,4.11,1.69,-10.64,-10.08,-14.57,-0.1322,0.0484,0.0791
110710,-10.72,4.92,29.02,0.54,4.11,1.51,-10.42,-10.32,-14.12,-0.2585,-0.0159,0.2569
110720,-36.38,3.08,29.07,0.44,4.11,0.81,-10.25,-11.35,-13.75,-0.1754,-0.1974,-0.4237
110730,-13.67,-8.20,29.13,0.34,4.11,0.58,-10.31,-11.66,-13.72,0.0011,0.0146,-0.0896
110740,-32.56,-1.26,29.18,0.23,4.11,-0.04,-10.23,-12.55,-13.49,-0.1045,-0.3736,-0.0212
110750,-12.79,-9.43,29.23,0.13,4.12,-0.24,-10.31,-12.81,-13.50,0.0203,0.0537,-0.1144
110760,-29.21,-2.21,29.27,0.03,4.12,-0.79,-10.25,-13.57,-13.29,-0.0890,-0.2095,-0.1454
110770,-20.89,2.91,29.30,-0.07,4.12,-1.16,-10.08,-14.07,-12.93,-0.1583,-0.0125,-0.2503
110780,-25.24,3.26,29.33,-0.17,4.13,-1.60,-9.92,-14.69,-12.57,-0.1690,-0.1690,-0.0374
110790,-13.31,-16.81,29.35,-0.27,4.14,-1.82,-10.15,-14.94,-12.82,0.2281,0.0096,0.1363
110800,-9.25,-12.40,29.37,-0.37,4.14,-1.95,-10.30,-15.06,-12.93,0.1190,0.0908,0.1124
110810,-2.74,-22.86,29.38,-0.48,4.14,-1.96,-10.66,-14.99,-13.37,0.2312,0.2177,-0.1106
110820,-25.95,-9.49,29.39,-0.58,4.15,-2.43,-10.73,-15.62,-13.38,0.0482,-0.2272,0.0336
110830,-5.80,-2.06,29.39,-0.69,4.14,-2.49,-10.66,-15.62,-13.16,-0.0942,0.1427,0.1941
110840,-17.98,-20.75,29.38,-0.80,4.16,-2.81,-10.97,-16.01,-13.53,0.1585,0.0153,-0.2255
110850,-19.09,-5.52,29.37,-0.90,4.16,-3.15,-10.96,-16.42,-13.41,-0.0445,-0.0684,-0.0201
110860,-8.44,-7.36,29.36,-1.02,4.16,-3.27,-11.01,-16.50,-13.37,-0.0079,0.1077,0.0446
110870,-16.93,-5.15,29.35,-1.13,4.16,-3.55,-11.00,-16.83,-13.25,-0.0469,-0.0394,0.0032
110880,-8.09,16.90,29.33,-1.24,4.16,-3.66,-10.55,-16.88,-12.46,-0.4603,0.0988,0.1231
110890,-28.38,-21.08,29.30,-1.35,4.17,-4.18,-10.87,-17.57,-12.84,0.2095,-0.1494,-0.2175
110900,-23.18,-10.38,29.26,-1.46,4.18,-4.60,-10.97,-18.08,-12.89,0.0384,-0.0902,-0.1362
110910,-6.45,-7.32,29.21,-1.58,4.18,-4.68,-11.01,-18.08,-12.85,0.0117,0.1395,0.1114
110920,-3.25,-6.24,29.17,-1.70,4.18,-4.70,-11.04,-17.97,-12.77,-0.0466,0.2104,-0.2336
110930,-13.56,-5.61,29.12,-1.82,4.17,-4.92,-11.04,-18.18,-12.68,-0.0141,-0.0160,0.1366
110940,-32.66,0.15,29.06,-1.94,4.17,-5.53,-10.93,-18.98,-12.41,-0.1237,-0.4066,0.0786
110950,-14.78,-8.77,29.00,-2.06,4.18,-5.78,-11.01,-19.21,-12.42,0.0535,-0.0165,0.1166
110960,-15.47,6.76,28.94,-2.17,4.18,-6.04,-10.76,-19.46,-11.94,-0.2252,0.0183,-0.0614
110970,-15.37,-5.55,28.87,-2.29,4.17,-6.28,-10.77,-19.70,-11.86,-0.0031,-0.0193,0.0816
110980,-14.24,-10.85,28.80,-2.40,4.18,-6.52,-10.89,-19.90,-11.93,0.0486,0.0639,-0.1618
110990,-19.38,-2.67,28.71,-2.52,4.18,-6.86,-10.84,-20.26,-11.76,-0.0641,-0.0539,-0.0453
111000,-7.39,-7.30,28.62,-2.65,4.17,-6.96,-10.89,-20.26,-11.74,0.0182,0.1376,0.0217
111010,-26.45,4.56,28.52,-2.77,4.17,-7.45,-10.70,-20.83,-11.35,-0.1788,-0.1537,-0.1122
111020,-3.74,4.16,28.43,-2.89,4.16,-7.46,-10.52,-20.69,-10.97,-0.1682,0.1980,0.0531
111030,-1.30,-7.10,28.33,-3.01,4.16,-7.44,-10.57,-20.48,-10.95,0.0096,0.2343,-0.1432
111040,-20.38,-8.57,28.22,-3.12,4.17,-7.80,-10.64,-20.87,-10.97,0.0701,-0.1267,0.0658
111050,-16.96,9.38,28.10,-3.25,4.16,-8.11,-10.36,-21.15,-10.45,-0.2993,-0.1187,0.2730
111060,-12.77,-9.51,27.98,-3.36,4.17,-8.32,-10.46,-21.29,-10.51,0.0552,0.0778,-0.1674
111070,-22.91,1.18,27.86,-3.49,4.17,-8.73,-10.35,-21.74,-10.24,-0.1014,-0.1519,0.0173
111080,-22.57,-1.96,27.73,-3.61,4.17,-9.13,-10.30,-22.16,-10.07,-0.0484,-0.0434,-0.2103
111090,-4.83,9.42,27.60,-3.73,4.16,-9.17,-10.02,-22.03,-9.56,-0.2114,0.1882,-0.0874
111100,-6.52,3.85,27.46,-3.85,4.17,-9.25,-9.87,-21.97,-9.23,-0.1334,0.1289,0.1363
111110,3.78,-11.73,27.32,-3.98,4.17,-9.13,-10.03,-21.59,-9.38,0.1303,0.3018,-0.0313
111120,-10.50,-2.69,27.17,-4.09,4.16,-9.30,-9.99,-21.65,-9.25,-0.0113,0.0311,0.1380
111130,-16.90,0.58,27.02,-4.21,4.16,-9.60,-9.89,-21.91,-9.01,-0.0720,-0.0794,0.0766
111140,-12.44,-1.49,26.86,-4.33,4.16,-9.81,-9.85,-22.03,-8.86,-0.0325,0.0213,0.0135
111150,-16.19,-7.40,26.71,-4.47,4.17,-10.09,-9.93,-22.25,-8.89,0.0533,-0.0060,-0.1241
111160,-12.32,-5.32,26.55,-4.60,4.16,-10.29,-9.97,-22.35,-8.86,0.0417,-0.0011,0.1271
111170,-11.94,-1.40,26.38,-4.73,4.15,-10.49,-9.93,-22.45,-8.71,-0.0359,0.0177,0.0670
111180,-24.56,-13.10,26.22,-4.85,4.15,-10.93,-10.10,-22.91,-8.90,0.1302,-0.1098,-0.1968
111190,-11.19,-11.47,26.04,-4.96,4.16,-11.11,-10.24,-22.97,-9.04,0.1042,0.0715,-0.1060
111200,-35.35,-7.27,25.85,-5.09,4.16,-11.78,-10.31,-23.77,-9.06,0.0175,-0.1701,-0.3573
111210,-21.34,-2.45,25.67,-5.21,4.17,-12.15,-10.27,-24.12,-8.92,-0.0366,-0.0601,-0.1388
111220,-12.96,-7.21,25.49,-5.35,4.17,-12.35,-10.35,-24.20,-8.95,0.0491,0.0311,0.0187
111230,-32.31,-4.05,25.29,-5.48,4.17,-12.94,-10.34,-24.88,-8.87,-0.0044,-0.2724,-0.0874
111240,-5.28,-11.50,25.09,-5.60,4.16,-12.98,-10.49,-24.71,-9.01,0.1001,0.1760,-0.0505
111250,-22.34,-6.69,24.90,-5.73,4.16,-13.36,-10.54,-25.07,-9.01,0.0701,-0.2317,0.2693
111260,-4.41,6.57,24.70,-5.86,4.16,-13.37,-10.32,-24.86,-8.60,-0.2088,0.1711,0.2049
111270,-22.72,8.49,24.49,-5.98,4.16,-13.77,-10.07,-25.23,-8.14,-0.2101,-0.1137,-0.0503
111280,-12.15,4.52,24.28,-6.12,4.17,-13.94,-9.91,-25.26,-7.81,-0.1468,0.0219,0.1649
111290,-4.86,-7.47,24.07,-6.25,4.16,-13.96,-9.99,-25.07,-7.86,0.0974,0.1560,0.2172
111300,7.89,11.48,23.85,-6.38,4.16,-13.74,-9.69,-24.49,-7.33,-0.2732,0.3910,0.1220
111310,-8.30,-3.52,23.63,-6.51,4.17,-13.85,-9.69,-24.42,-7.26,0.0192,0.0784,0.0709
111320,-21.51,-2.66,23.40,-6.64,4.18,-14.23,-9.68,-24.75,-7.17,0.0116,-0.2210,0.1818
111330,-1.09,-8.87,23.18,-6.76,4.18,-14.18,-9.78,-24.45,-7.26,0.1230,0.2122,0.1265
111340,-13.15,-1.82,22.94,-6.89,4.19,-14.39,-9.75,-24.52,-7.14,-0.0252,0.0364,-0.1619
111350,-8.39,11.48,22.72,-7.02,4.20,-14.49,-9.45,-24.44,-6.61,-0.2431,0.0814,-0.0073
111360,-4.20,8.95,22.48,-7.15,4.20,-14.52,-9.21,-24.23,-6.18,-0.1784,0.1507,-0.0582
111370,-22.01,8.12,22.24,-7.28,4.19,-14.91,-8.99,-24.59,-5.78,-0.2032,-0.2495,0.1882
111380,-8.72,5.39,21.98,-7.41,4.20,-15.03,-8.83,-24.53,-5.47,-0.1033,0.0850,-0.0677
111390,-12.50,2.34,21.74,-7.52,4.20,-15.22,-8.72,-24.57,-5.24,-0.0496,0.0254,-0.0883
111400,2.32,9.06,21.50,-7.65,4.20,-15.11,-8.49,-24.15,-4.83,-0.1892,0.2607,0.1700
111410,-1.20,-10.97,21.25,-7.78,4.20,-15.07,-8.66,-23.85,-5.03,0.1938,0.1813,0.0527
111420,-15.49,8.83,21.00,-7.90,4.19,-15.32,-8.44,-23.99,-4.63,-0.2163,-0.1591,0.3144
111430,4.27,-11.53,20.74,-8.03,4.19,-15.18,-8.62,-23.53,-4.86,0.1732,0.2648,-0.1247
111440,-3.07,-9.39,20.48,-8.16,4.19,-15.20,-8.76,-23.30,-5.01,0.1395,0.1399,-0.0692
111450,-16.18,-5.13,20.23,-8.29,4.20,-15.47,-8.82,-23.47,-5.04,0.0897,-0.1474,0.1685
111460,-6.91,8.79,19.97,-8.41,4.20,-15.55,-8.59,-23.34,-4.63,-0.1437,0.0927,-0.1817
111470,2.37,-1.11,19.71,-8.53,4.20,-15.44,-8.56,-22.94,-4.54,0.0091,0.2320,0.1980
111480,-18.49,13.97,19.45,-8.66,4.19,-15.76,-8.23,-23.18,-3.98,-0.2241,-0.0957,-0.1717
111490,5.69,-5.34,19.19,-8.77,4.20,-15.59,-8.28,-22.67,-4.02,0.0969,0.2828,0.0962
111500,-22.98,3.17,18.92,-8.89,4.20,-15.99,-8.17,-23.05,-3.80,-0.0503,-0.1388,-0.2580
111510,-11.21,5.29,18.64,-9.01,4.19,-16.17,-8.02,-23.07,-3.53,-0.0975,-0.0246,0.0243
111520,-15.19,14.61,18.37,-9.12,4.20,-16.43,-7.68,-23.21,-2.96,-0.2107,-0.0405,-0.1783
111530,5.65,17.31,18.09,-9.25,4.19,-16.26,-7.30,-22.70,-2.34,-0.3807,0.2966,0.3004
111540,-9.54,12.71,17.81,-9.37,4.19,-16.40,-7.02,-22.67,-1.86,-0.1586,0.0201,-0.1416
111550,-14.98,-7.49,17.53,-9.49,4.19,-16.64,-7.15,-22.79,-2.02,0.1540,-0.0720,-0.0998
111560,0.24,5.50,17.25,-9.61,4.18,-16.58,-7.01,-22.45,-1.77,-0.0717,0.1653,0.0997
111570,2.56,4.49,16.97,-9.72,4.17,-16.47,-6.89,-22.04,-1.55,-0.0367,0.1924,-0.0671
111580,2.41,-2.43,16.69,-9.85,4.18,-16.37,-6.92,-21.64,-1.56,0.0808,0.1883,0.1217
111590,-5.48,-13.31,16.40,-9.96,4.18,-16.43,-7.16,-21.49,-1.89,0.2387,0.0497,-0.0854
111600,-0.29,-9.04,16.12,-10.07,4.19,-16.39,-7.31,-21.18,-2.09,0.1564,0.1268,-0.0920
111610,-7.54,11.08,15.84,-10.18,4.19,-16.48,-7.05,-21.09,-1.66,-0.1807,-0.0038,0.0209
111620,14.50,21.85,15.55,-10.30,4.19,-16.14,-6.59,-20.33,-0.92,-0.3118,0.3323,-0.1496
111630,7.53,-15.01,15.28,-10.41,4.19,-15.94,-6.86,-19.79,-1.32,0.3150,0.2447,0.0877
111640,6.86,-13.42,14.99,-10.51,4.20,-15.77,-7.09,-19.29,-1.65,0.2845,0.2284,0.1517
111650,5.20,1.84,14.71,-10.62,4.21,-15.62,-7.02,-18.83,-1.51,-0.0280,0.1805,0.0978
111660,3.30,12.85,14.42,-10.73,4.20,-15.52,-6.74,-18.45,-1.05,-0.2363,0.1371,0.1057
111670,-14.81,-5.74,14.14,-10.84,4.19,-15.78,-6.82,-18.63,-1.16,0.0920,-0.1165,-0.2657
111680,5.47,5.11,13.86,-10.95,4.19,-15.64,-6.69,-18.17,-0.93,-0.0670,0.1616,-0.0441
111690,1.07,5.10,13.58,-11.06,4.20,-15.58,-6.56,-17.86,-0.71,-0.0661,0.0842,-0.0087
111700,8.95,-2.76,13.29,-11.16,4.20,-15.37,-6.58,-17.31,-0.73,0.0790,0.2484,0.2312
111710,8.03,1.52,13.02,-11.27,4.21,-15.17,-6.52,-16.79,-0.62,-0.0065,0.1756,-0.0707
111720,8.26,20.36,12.74,-11.37,4.20,-14.97,-6.09,-16.27,0.06,-0.2246,0.1349,-0.3126
111730,-14.84,8.03,12.46,-11.46,4.21,-15.24,-5.90,-16.47,0.36,-0.0924,-0.1857,-0.1124
111740,0.78,-1.15,12.18,-11.56,4.20,-15.20,-5.90,-16.19,0.38,0.0511,0.0555,-0.0582
111750,-4.32,0.48,11.90,-11.67,4.19,-15.26,-5.87,-16.07,0.43,0.0253,-0.0094,-0.2688
111760,3.59,2.19,11.61,-11.76,4.19,-15.16,-5.80,-15.71,0.54,-0.0130,0.1111,0.1896
111770,-1.60,-3.93,11.34,-11.85,4.20,-15.16,-5.85,-15.50,0.47,0.0817,0.0149,-0.1819
111780,0.20,7.42,11.06,-11.94,4.20,-15.12,-5.68,-15.24,0.74,-0.1086,0.0386,0.1140
111790,7.88,4.13,10.80,-12.04,4.20,-14.92,-5.58,-14.74,0.90,-0.0278,0.1459,-0.1114
111800,-0.47,25.58,10.53,-12.14,4.20,-14.89,-5.05,-14.50,1.71,-0.5345,0.0162,0.2641
111810,4.53,9.25,10.25,-12.24,4.20,-14.77,-4.86,-14.12,2.01,-0.0924,0.0987,-0.0037
111820,-9.80,-1.20,9.99,-12.33,4.21,-14.94,-4.88,-14.18,1.98,0.0836,-0.1356,-0.0329
111830,-2.92,7.99,9.72,-12.41,4.21,-14.96,-4.71,-14.03,2.24,-0.0866,-0.0265,0.1118
111840,11.19,10.72,9.45,-12.51,4.20,-14.70,-4.49,-13.44,2.58,-0.0946,0.1913,-0.1132
111850,-5.51,12.95,9.19,-12.61,4.20,-14.78,-4.24,-13.37,2.96,-0.1734,-0.0827,0.1175
111860,15.89,-2.89,8.93,-12.70,4.20,-14.42,-4.30,-12.65,2.86,0.1252,0.2786,-0.0396
111870,14.10,1.20,8.66,-12.79,4.20,-14.11,-4.28,-11.99,2.89,0.0526,0.2303,-0.0543
111880,2.92,-1.14,8.40,-12.87,4.20,-14.02,-4.30,-11.69,2.86,0.0880,0.0460,0.0200
111890,32.61,19.79,8.14,-12.96,4.20,-13.35,-3.90,-10.48,3.45,-0.2815,0.5134,-0.1244
